Season,Agency,Date,Time,Station ID,Field Rep,Depth(m),Time (s),Descent rate (m/s),Temperature (°C),Conductivity (S/m),Salinity (psu),Density (å-theta),pH,Oxygen (mg/L),SBE DO sat (mg/L),SBE DO sat (%),Transmissivity (%),SBE Beam C,Chl-a (ug/L),Voltage-Chl-a,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L),Voltage-CDOM,Irradiance,Surface Irradiance,Irradiance (% Norm),delta T,Stability (E),Qual_NH3,Ammonia-N (ug/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Summer,Hyperion,8/4/2015,11:39:00,3203,1,30,87.4,-1,13.67,3.974,33.231,24.889,8.03,7.69,8.44,91,82.87,-1,3.02,0.6309,-1,0.13,1.39,0.1431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,31,88.5,-1,13.69,3.979,33.254,24.902,8.02,7.64,8.44,90.44,83.07,-1,2.93,0.6143,-1,0.1,1.15,0.1307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,32,89.6,-1,13.63,3.974,33.268,24.927,8.02,7.55,8.45,89.28,83.32,-1,2.88,0.6045,-1,0.06,1.09,0.1229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,33,91.3,-1,13.57,3.969,33.273,24.942,8.02,7.44,8.46,87.92,83.55,-1,2.6,0.5519,-1,0.08,1.07,0.1212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,34,92.7,-1,13.4,3.952,33.264,24.97,8.02,7.41,8.49,87.29,84.2,-1,2.34,0.504,-1,0.04,1.17,0.1247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,35,93.9,-1,13.33,3.947,33.265,24.984,8.01,7.37,8.5,86.66,84.25,-1,2.27,0.4906,-1,-0.01,1.21,0.1279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,36,95.5,-1,13.28,3.941,33.264,24.993,8.01,7.3,8.51,85.71,84.37,-1,2.14,0.467,-1,0,1.22,0.1295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,37,97,-1,13.22,3.936,33.268,25.009,8,7.22,8.52,84.7,84.57,-1,2.03,0.4461,-1,-0.05,1.19,0.1281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,38,98.2,-1,13.18,3.933,33.271,25.019,8,7.12,8.53,83.45,84.65,-1,1.93,0.4278,-1,-0.08,1.21,0.128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,39,99.6,-1,13.1,3.925,33.267,25.032,8,7.02,8.54,82.15,84.9,-1,1.6,0.3681,-1,-0.1,1.35,0.1329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,40,100.9,-1,12.96,3.912,33.262,25.055,7.99,6.97,8.57,81.28,85.14,-1,1.32,0.3157,-1,-0.18,1.44,0.1389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,41,102.6,-1,12.85,3.901,33.262,25.078,7.98,6.88,8.59,80.07,85.33,-1,1.11,0.276,-1,-0.17,1.52,0.1446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,42,104.1,-1,12.8,3.897,33.263,25.088,7.98,6.77,8.6,78.7,85.37,-1,0.93,0.2433,-1,-0.18,1.54,0.1449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,43,105.1,-1,12.73,3.891,33.267,25.106,7.97,6.66,8.61,77.31,85.41,-1,0.86,0.2295,-1,-0.2,1.51,0.1456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,44,106.2,-1,12.67,3.887,33.28,25.127,7.97,6.56,8.62,76.07,85.09,-1,0.8,0.2187,-1,-0.23,1.49,0.1432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,45,108.3,-1,12.53,3.876,33.296,25.166,7.96,6.46,8.64,74.75,84.76,-1,0.71,0.202,-1,-0.23,1.41,0.1398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,46,110.2,-1,12.45,3.869,33.305,25.189,7.96,6.34,8.66,73.18,84.7,-1,0.7,0.2011,-1,-0.24,1.36,0.1371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,47,111,-1,12.38,3.864,33.312,25.206,7.95,6.29,8.67,72.54,84.57,-1,0.67,0.1949,-1,-0.24,1.35,0.1364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,48,111.9,-1,12.35,3.861,33.318,25.219,7.95,6.23,8.68,71.85,84.49,-1,0.64,0.19,-1,-0.25,1.33,0.1357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,49,113.6,-1,12.23,3.852,33.328,25.248,7.94,6.08,8.7,69.86,84.39,-1,0.59,0.1802,-1,-0.25,1.3,0.1339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,50,115.4,-1,12.13,3.843,33.338,25.275,7.94,5.9,8.71,67.71,84.55,-1,0.53,0.1689,-1,-0.26,1.27,0.1327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,51,116.2,-1,12.04,3.835,33.342,25.295,7.93,5.88,8.73,67.33,84.69,-1,0.46,0.1561,-1,-0.28,1.26,0.1314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,52,117.9,-1,11.92,3.827,33.36,25.331,7.92,5.8,8.75,66.28,84.78,-1,0.44,0.1525,-1,-0.27,1.26,0.1311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,53,119.8,-1,11.91,3.826,33.365,25.338,7.92,5.67,8.75,64.71,84.63,-1,0.42,0.1495,-1,-0.27,1.24,0.1315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,54,120.8,-1,11.75,3.812,33.374,25.374,7.91,5.64,8.78,64.19,84.42,-1,0.38,0.1421,-1,-0.28,1.16,0.1281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,55,122.3,-1,11.56,3.797,33.396,25.427,7.91,5.51,8.82,62.46,84.62,-1,0.37,0.1399,-1,-0.29,1.11,0.1239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,56,123.8,-1,11.46,3.79,33.414,25.458,7.9,5.39,8.84,61.05,84.57,-1,0.3,0.126,-1,-0.3,1.16,0.1247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,57,125.6,-1,11.43,3.788,33.429,25.476,7.89,5.3,8.84,59.95,84.53,-1,0.26,0.1195,-1,-0.3,1.17,0.1268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,58,127.3,-1,11.42,3.788,33.434,25.483,7.89,5.23,8.84,59.12,84.62,-1,0.24,0.1152,-1,-0.3,1.19,0.1269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,59,128.39999,-1,11.36,3.784,33.444,25.5,7.88,5.21,8.85,58.82,84.68,-1,0.23,0.1137,-1,-0.31,1.17,0.1273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,60,130,-1,11.32,3.781,33.456,25.516,7.88,5.19,8.86,58.56,84.68,-1,0.23,0.113,-1,-0.31,1.17,0.1267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,61,131.89999,-1,11.3,3.78,33.46,25.524,7.87,5.16,8.86,58.25,84.7,-1,0.22,0.1125,-1,-0.31,1.18,0.127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,62,133.5,-1,11.26,3.777,33.465,25.535,7.87,5.14,8.87,57.89,84.7,-1,0.22,0.1111,-1,-0.3,1.16,0.1261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,63,135,-1,11.24,3.775,33.47,25.543,7.87,5.12,8.88,57.65,84.75,-1,0.21,0.1101,-1,-0.31,1.16,0.1259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,64,136.5,-1,11.22,3.774,33.472,25.548,7.86,5.1,8.88,57.48,84.75,-1,0.21,0.1098,-1,-0.31,1.15,0.1257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,65,138.10001,-1,11.2,3.773,33.477,25.554,7.86,5.1,8.88,57.4,84.77,-1,0.21,0.1091,-1,-0.31,1.16,0.1262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,66,139.7,-1,11.21,3.773,33.477,25.555,7.86,5.05,8.88,56.88,84.75,-1,0.21,0.1094,-1,-0.31,1.16,0.1257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,67,141.2,-1,11.2,3.773,33.481,25.558,7.86,5.01,8.88,56.46,84.68,-1,0.21,0.1094,-1,-0.31,1.17,0.1267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,68,142.8,-1,11.19,3.772,33.485,25.564,7.86,4.98,8.88,56.08,84.61,-1,0.2,0.1082,-1,-0.31,1.16,0.1264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,69,144.10001,-1,11.16,3.77,33.489,25.572,7.86,4.95,8.89,55.69,84.57,-1,0.19,0.1066,-1,-0.31,1.17,0.1261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,70,145.5,-1,11.14,3.769,33.49,25.577,7.85,4.93,8.89,55.5,84.63,-1,0.18,0.1043,-1,-0.32,1.16,0.1265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,71,147.10001,-1,11.12,3.767,33.494,25.584,7.85,4.88,8.9,54.9,84.67,-1,0.18,0.1043,-1,-0.31,1.16,0.1261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,72,148.60001,-1,11.11,3.767,33.496,25.586,7.85,4.84,8.9,54.44,84.6,-1,0.17,0.1033,-1,-0.31,1.17,0.1264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,73,149.7,-1,11.07,3.764,33.502,25.598,7.85,4.83,8.9,54.24,84.64,-1,0.16,0.1014,-1,-0.31,1.16,0.1264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,74,151.39999,-1,11.03,3.761,33.511,25.612,7.84,4.83,8.91,54.16,84.75,-1,0.16,0.1009,-1,-0.31,1.15,0.1256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,75,153.10001,-1,11.02,3.76,33.513,25.615,7.84,4.79,8.91,53.76,84.7,-1,0.16,0.1003,-1,-0.32,1.15,0.1261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,76,154.5,-1,11.01,3.76,33.516,25.62,7.84,4.77,8.92,53.51,84.59,-1,0.16,0.0997,-1,-0.31,1.14,0.1252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,77,156.3,-1,10.99,3.758,33.52,25.626,7.84,4.76,8.92,53.33,84.62,-1,0.15,0.0989,-1,-0.32,1.15,0.1252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,78,157.3,-1,10.95,3.755,33.53,25.641,7.84,4.75,8.93,53.24,84.76,-1,0.15,0.0988,-1,-0.31,1.14,0.1254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,79,158.2,-1,10.94,3.755,33.532,25.645,7.84,4.75,8.93,53.26,84.83,-1,0.15,0.0979,-1,-0.31,1.14,0.1252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,80,160.10001,-1,10.94,3.755,33.533,25.646,7.83,4.74,8.93,53.08,84.91,-1,0.15,0.0982,-1,-0.31,1.14,0.1248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,81,162,-1,10.91,3.753,33.541,25.658,7.83,4.7,8.93,52.66,85.09,-1,0.15,0.098,-1,-0.32,1.13,0.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,82,162.8,-1,10.9,3.752,33.544,25.662,7.83,4.7,8.94,52.62,85.16,-1,0.14,0.0968,-1,-0.32,1.13,0.1242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,83,164.3,-1,10.87,3.75,33.552,25.674,7.83,4.69,8.94,52.48,85.36,-1,0.14,0.0963,-1,-0.32,1.13,0.1243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,84,166.3,-1,10.85,3.749,33.556,25.679,7.83,4.67,8.94,52.27,85.4,-1,0.13,0.0957,-1,-0.31,1.13,0.1245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,85,167.7,-1,10.85,3.749,33.558,25.682,7.83,4.66,8.95,52.11,85.41,-1,0.13,0.0956,-1,-0.32,1.13,0.1241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,86,169,-1,10.84,3.749,33.56,25.684,7.83,4.65,8.95,52.01,85.44,-1,0.13,0.0955,-1,-0.31,1.12,0.1241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,87,170.3,-1,10.83,3.748,33.562,25.688,7.83,4.64,8.95,51.9,85.43,-1,0.13,0.0956,-1,-0.32,1.13,0.1246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,88,171.8,-1,10.82,3.748,33.565,25.692,7.83,4.63,8.95,51.75,85.53,-1,0.13,0.095,-1,-0.32,1.14,0.1247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,89,173.39999,-1,10.82,3.747,33.566,25.693,7.82,4.62,8.95,51.61,85.55,-1,0.13,0.0949,-1,-0.32,1.13,0.1247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,90,174.60001,-1,10.82,3.747,33.567,25.694,7.82,4.6,8.95,51.38,85.55,-1,0.13,0.0943,-1,-0.32,1.14,0.1249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,91,175.89999,-1,10.81,3.747,33.568,25.695,7.82,4.54,8.95,50.78,85.5,-1,0.12,0.0933,-1,-0.32,1.14,0.1249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,92,177.7,-1,10.8,3.746,33.571,25.7,7.82,4.5,8.95,50.27,85.35,-1,0.12,0.0929,-1,-0.32,1.14,0.1253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,93,179.2,-1,10.79,3.746,33.575,25.706,7.82,4.49,8.96,50.19,85.27,-1,0.11,0.092,-1,-0.32,1.14,0.1251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,94,180.39999,-1,10.78,3.745,33.578,25.709,7.82,4.48,8.96,49.99,85.39,-1,0.11,0.0918,-1,-0.32,1.15,0.1253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,95,182.2,-1,10.76,3.744,33.583,25.717,7.81,4.46,8.96,49.79,85.38,-1,0.11,0.0913,-1,-0.32,1.15,0.1254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,96,184,-1,10.74,3.743,33.589,25.725,7.81,4.45,8.96,49.66,85.42,-1,0.11,0.0914,-1,-0.32,1.15,0.1259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,97,185.2,-1,10.74,3.743,33.591,25.726,7.81,4.44,8.96,49.56,85.41,-1,0.11,0.0908,-1,-0.32,1.14,0.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,98,186.2,-1,10.73,3.743,33.593,25.73,7.81,4.44,8.97,49.53,85.5,-1,0.11,0.0908,-1,-0.32,1.14,0.1252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,99,188.5,-1,10.72,3.742,33.597,25.734,7.81,4.43,8.97,49.39,85.54,-1,0.11,0.0907,-1,-0.32,1.15,0.1255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:39:00,3203,1,100,191.39999,-1,10.71,3.741,33.601,25.739,7.81,4.4,8.97,49.08,85.57,-1,0.1,0.0901,-1,-0.32,1.15,0.1253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,1,97.4,-1,22.71,4.874,33.489,22.87,8,7.32,7.09,103.02,84.96,-1,0.2,0.108,-1,-0.3,0.27,0.0805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,2,99.3,-1,22.71,4.874,33.489,22.872,8,7.28,7.09,102.48,85.58,-1,0.21,0.1096,-1,-0.3,0.28,0.0806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,3,100.9,-1,22.64,4.867,33.484,22.886,8,7.31,7.1,102.69,85.72,-1,0.22,0.1114,-1,-0.3,0.29,0.0806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,4,102.2,-1,22.4,4.842,33.483,22.955,8.01,7.33,7.13,102.6,85.83,-1,0.21,0.1105,-1,-0.3,0.29,0.0811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,5,103.7,-1,22.32,4.835,33.482,22.975,8.01,7.32,7.14,102.33,86,-1,0.22,0.1121,-1,-0.3,0.28,0.0803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,6,105.1,-1,22.23,4.826,33.48,22.999,8.01,7.35,7.15,102.49,85.88,-1,0.24,0.1152,-1,-0.3,0.27,0.0802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,7,106.8,-1,22.23,4.825,33.481,23.001,8.01,7.4,7.15,103.23,85.87,-1,0.25,0.117,-1,-0.29,0.27,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,8,108.3,-1,22.16,4.819,33.481,23.019,8.01,7.38,7.16,102.8,85.84,-1,0.24,0.1158,-1,-0.29,0.3,0.0807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,9,109.4,-1,22.04,4.805,33.468,23.044,8.01,7.56,7.18,105.12,85.34,-1,0.28,0.1233,-1,-0.29,0.33,0.083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,10,111,-1,21.42,4.739,33.427,23.181,8.02,7.79,7.26,107.02,85.2,-1,0.3,0.1263,-1,-0.27,0.31,0.0821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,11,112.7,-1,20.37,4.635,33.416,23.458,8.03,7.98,7.4,107.67,84.51,-1,0.36,0.1383,-1,-0.26,0.33,0.0827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,12,114,-1,19.81,4.577,33.396,23.589,8.03,8.13,7.48,108.48,83.89,-1,0.43,0.15,-1,-0.24,0.42,0.0852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,13,115.4,-1,19.71,4.57,33.414,23.628,8.04,8.45,7.49,112.62,83.3,-1,0.53,0.1695,-1,-0.23,0.53,0.0911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,14,116.9,-1,18.41,4.434,33.331,23.893,8.05,8.61,7.68,111.88,82.34,-1,0.6,0.1824,-1,-0.22,0.72,0.1007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,15,118.2,-1,17.4,4.338,33.344,24.15,8.06,8.78,7.83,111.96,81.98,-1,0.65,0.1913,-1,-0.2,0.81,0.1064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,16,119.8,-1,17.57,4.351,33.316,24.086,8.06,8.73,7.81,111.64,81.76,-1,0.73,0.2071,-1,-0.2,0.81,0.1084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,17,121.2,-1,16.67,4.264,33.304,24.291,8.07,8.82,7.95,110.85,82.38,-1,0.67,0.1951,-1,-0.21,0.77,0.1061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,18,122.6,-1,16.57,4.256,33.315,24.322,8.07,8.84,7.96,110.89,83.05,-1,0.7,0.2002,-1,-0.2,0.8,0.1071,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,19,124.1,-1,16.35,4.234,33.306,24.365,8.07,8.85,7.99,110.63,83.05,-1,0.75,0.2093,-1,-0.19,0.82,0.1083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,20,125.2,-1,16.08,4.209,33.31,24.431,8.07,8.8,8.04,109.39,82.94,-1,0.84,0.2264,-1,-0.19,0.86,0.1085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,21,127,-1,16.04,4.205,33.309,24.438,8.07,8.69,8.04,107.91,82.92,-1,0.9,0.2379,-1,-0.17,0.86,0.1108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/4/2015,11:53:00,3204,1,22,128.60001,-1,15.49,4.15,33.286,24.545,8.08,8.76,8.13,107.55,83.14,-1,0.98,0.2517,-1,-0.15,0.86,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
