Season,Agency,Date,Time,Station,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Winter,Hyperion,3/12/2018,12:01:00,4003,1,30,154.39999,0.84,12.64,3.908,33.516,25.315,8.2,6.47,8.61,75.1,84.6,0.669,1.9,0.4601,0.2,0.1139,0.01,5,5,5
Winter,Hyperion,3/12/2018,12:01:00,4003,1,31,155.39999,1.01,12.55,3.9,33.515,25.331,8.19,6.25,8.63,72.48,84.42,0.677,1.8,0.4403,0.2,0.114,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,32,156.7,0.63,12.36,3.882,33.517,25.371,8.18,6.12,8.66,70.61,84.1,0.693,1.87,0.4538,0.18,0.1124,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,33,158.39999,0.55,12.25,3.873,33.517,25.39,8.17,5.93,8.68,68.28,84.16,0.69,1.85,0.4491,0.16,0.1115,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,34,160,0.78,12.08,3.857,33.519,25.424,8.16,5.88,8.71,67.53,84.29,0.684,1.81,0.4418,0.16,0.1113,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,35,161.39999,0.65,12.06,3.855,33.521,25.429,8.14,5.87,8.72,67.33,84.26,0.685,1.85,0.4504,0.15,0.1108,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,36,162.89999,0.73,12.06,3.856,33.521,25.429,8.14,5.85,8.72,67.09,84.09,0.693,1.9,0.4592,0.15,0.1108,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,37,164.2,0.78,12.06,3.855,33.522,25.431,8.13,5.84,8.72,67,83.91,0.702,1.95,0.4696,0.15,0.1104,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,38,165.60001,0.65,12.05,3.854,33.522,25.433,8.13,5.81,8.72,66.63,83.82,0.706,1.88,0.4561,0.16,0.1115,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,39,167.2,0.63,12.03,3.853,33.523,25.436,8.12,5.76,8.72,66.07,83.86,0.704,1.82,0.4438,0.15,0.1107,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,40,168.60001,0.87,12.01,3.851,33.523,25.441,8.12,5.73,8.73,65.61,83.58,0.717,1.87,0.4533,0.14,0.11,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,41,169.89999,0.71,11.98,3.848,33.523,25.447,8.12,5.69,8.73,65.18,83.84,0.705,1.77,0.4334,0.14,0.1097,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,42,171.39999,0.65,11.96,3.846,33.524,25.452,8.11,5.63,8.74,64.43,83.83,0.706,1.69,0.4188,0.14,0.1102,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,43,172.89999,0.69,11.91,3.842,33.524,25.46,8.11,5.55,8.74,63.43,84,0.697,1.68,0.4155,0.15,0.1105,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,44,174.60001,0.53,11.83,3.835,33.524,25.475,8.11,5.45,8.76,62.25,83.92,0.701,1.62,0.4042,0.15,0.1103,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,45,176.3,0.7,11.74,3.826,33.525,25.494,8.11,5.37,8.78,61.14,84.13,0.691,1.41,0.3612,0.14,0.1099,0.01,5,5,5
Winter,Hyperion,3/12/2018,12:01:00,4003,1,46,177.5,0.97,11.67,3.82,33.527,25.509,8.1,5.35,8.79,60.83,84.6,0.669,1.29,0.3379,0.14,0.1097,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,47,178.8,0.63,11.63,3.817,33.529,25.516,8.1,5.34,8.8,60.74,85.21,0.64,1.2,0.3198,0.14,0.1095,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,48,180.5,0.59,11.62,3.816,33.529,25.518,8.1,5.32,8.8,60.48,85.6,0.622,1.18,0.3164,0.14,0.1097,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,49,182,0.74,11.6,3.814,33.53,25.524,8.1,5.29,8.8,60.1,85.65,0.619,1.21,0.3211,0.14,0.1098,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,50,183.39999,0.69,11.55,3.81,33.534,25.536,8.09,5.27,8.81,59.79,85.73,0.616,1.22,0.3234,0.14,0.1096,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,51,184.89999,0.71,11.53,3.808,33.536,25.541,8.09,5.23,8.82,59.33,85.74,0.615,1.16,0.3114,0.14,0.1099,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,52,186.3,0.73,11.49,3.805,33.538,25.55,8.09,5.19,8.82,58.84,85.78,0.614,1.14,0.3077,0.14,0.1099,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,53,187.89999,0.52,11.4,3.798,33.545,25.571,8.09,5.17,8.84,58.49,85.95,0.605,1.15,0.3107,0.14,0.1096,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,54,189.89999,0.52,11.36,3.794,33.548,25.581,8.09,5.12,8.85,57.89,86.01,0.603,0.98,0.2754,0.13,0.1095,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,55,191.60001,0.67,11.31,3.79,33.552,25.594,8.09,5.07,8.86,57.28,86.18,0.595,0.98,0.2752,0.14,0.1097,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,56,193.8,0.36,11.18,3.779,33.563,25.626,8.09,5.03,8.88,56.7,86.46,0.582,0.86,0.2523,0.13,0.1094,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,57,195.89999,0.81,11.15,3.776,33.567,25.635,8.08,4.92,8.89,55.37,86.64,0.574,0.83,0.2463,0.13,0.1095,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,58,197,1,11.08,3.772,33.578,25.655,8.08,4.82,8.9,54.14,86.8,0.566,0.76,0.2314,0.15,0.1109,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,59,198.2,0.69,11.08,3.772,33.585,25.661,8.08,4.76,8.9,53.49,86.99,0.557,0.79,0.2382,0.17,0.1121,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,60,199.89999,0.55,11.04,3.769,33.591,25.672,8.08,4.75,8.91,53.4,86.16,0.596,1.08,0.2962,0.2,0.1138,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,61,201.7,0.56,10.9,3.757,33.605,25.709,8.07,4.75,8.93,53.16,83.73,0.71,0.84,0.248,0.18,0.113,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,62,203.39999,0.68,10.86,3.754,33.611,25.721,8.07,4.7,8.94,52.53,83.9,0.702,0.66,0.2122,0.17,0.1122,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,63,204.7,0.86,10.77,3.748,33.623,25.745,8.07,4.66,8.96,52.04,85.44,0.629,0.54,0.1884,0.17,0.1121,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,64,205.89999,0.79,10.73,3.744,33.631,25.759,8.07,4.63,8.96,51.71,86.83,0.565,0.42,0.1645,0.17,0.1119,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,65,207.60001,0.47,10.7,3.742,33.637,25.769,8.07,4.56,8.97,50.87,87.67,0.526,0.42,0.1644,0.18,0.1127,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,66,209.39999,0.86,10.65,3.739,33.644,25.782,8.07,4.43,8.98,49.35,87.78,0.522,0.43,0.166,0.18,0.1129,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,67,210.60001,0.72,10.58,3.734,33.662,25.809,8.06,4.41,8.99,49.03,87.65,0.527,0.41,0.162,0.21,0.1145,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,68,212.3,0.54,10.54,3.731,33.668,25.822,8.06,4.37,9,48.57,87.17,0.549,0.48,0.1766,0.21,0.1148,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,69,213.8,0.81,10.5,3.728,33.676,25.834,8.06,4.33,9.01,48.09,86.11,0.598,0.41,0.1629,0.21,0.1148,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,70,215.2,0.67,10.48,3.727,33.68,25.841,8.05,4.32,9.01,47.95,85.99,0.604,0.4,0.1595,0.27,0.1188,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,71,216.7,0.7,10.46,3.726,33.683,25.846,8.05,4.31,9.01,47.85,85.83,0.611,0.41,0.1618,0.27,0.1188,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,72,218.39999,0.54,10.45,3.725,33.686,25.85,8.05,4.3,9.02,47.71,85.62,0.621,0.4,0.1598,0.22,0.1158,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,73,219.89999,0.93,10.45,3.725,33.687,25.852,8.05,4.3,9.02,47.76,85.62,0.621,0.41,0.162,0.23,0.1164,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,74,221,0.92,10.44,3.724,33.687,25.853,8.05,4.3,9.02,47.75,85.49,0.627,0.41,0.1628,0.23,0.1162,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,75,222.7,0.43,10.44,3.724,33.688,25.854,8.05,4.3,9.02,47.66,85.4,0.631,0.39,0.159,0.23,0.1159,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,12:01:00,4003,1,76,224.89999,0.24,10.43,3.723,33.69,25.858,8.05,4.29,9.02,47.58,85.48,0.627,0.4,0.16,0.23,0.1159,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,1,104.7,0.5,14.5,4.076,33.46,24.891,8.25,8.82,8.29,106.36,84.87,0.656,0.28,0.1354,-0.06,0.096,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,2,106.3,0.61,14.54,4.079,33.459,24.884,8.25,8.82,8.28,106.39,85.36,0.633,0.32,0.1441,-0.05,0.0967,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,3,108.1,0.49,14.4,4.065,33.457,24.912,8.25,8.86,8.31,106.6,85.4,0.631,0.35,0.1495,-0.05,0.0964,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,4,110,0.61,14.34,4.06,33.458,24.925,8.26,8.88,8.32,106.73,85.55,0.624,0.39,0.1584,-0.05,0.0964,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,5,111.5,0.77,14.31,4.058,33.459,24.931,8.26,8.92,8.32,107.09,85.79,0.613,0.42,0.1635,-0.05,0.0964,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,6,112.8,0.74,14.23,4.05,33.46,24.949,8.26,8.95,8.33,107.34,85.83,0.611,0.46,0.173,-0.05,0.0968,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,7,114.4,0.6,14.09,4.038,33.469,24.985,8.26,8.99,8.36,107.51,85.96,0.605,0.49,0.1782,-0.02,0.0986,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,8,115.9,0.73,14.06,4.035,33.471,24.993,8.27,9.18,8.36,109.7,86.03,0.602,0.45,0.1702,-0.01,0.0991,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,9,117.3,0.72,14.01,4.031,33.479,25.01,8.27,9.43,8.37,112.53,86.07,0.6,0.44,0.1688,0.01,0.1004,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,10,118.8,0.63,13.98,4.03,33.492,25.027,8.27,9.62,8.38,114.72,86.07,0.6,0.53,0.1858,0.04,0.1028,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,11,120.3,0.71,13.88,4.023,33.515,25.065,8.28,9.62,8.39,114.54,85.93,0.607,0.61,0.2024,0.08,0.1054,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,12,121.7,0.74,13.77,4.014,33.521,25.092,8.29,9.56,8.41,113.57,85.86,0.61,0.72,0.2241,0.12,0.1084,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,13,123.2,0.63,13.65,4.002,33.524,25.12,8.29,9.48,8.43,112.42,85.06,0.647,0.83,0.245,0.14,0.1098,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,14,124.7,0.76,13.58,3.996,33.525,25.135,8.29,9.37,8.44,110.94,84.8,0.66,0.89,0.2578,0.16,0.1115,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,15,126.1,0.67,13.51,3.99,33.526,25.148,8.29,9.3,8.45,109.91,84.62,0.668,1.01,0.2811,0.19,0.1135,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,16,127.6,0.64,13.48,3.988,33.526,25.155,8.29,9.14,8.46,107.98,84.34,0.681,1.15,0.31,0.2,0.1144,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,17,129.2,0.65,13.43,3.983,33.526,25.166,8.28,8.93,8.47,105.34,84.36,0.68,1.24,0.3275,0.21,0.115,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,18,130.7,0.69,13.39,3.979,33.526,25.173,8.28,8.57,8.48,101.07,84.33,0.682,1.43,0.3668,0.23,0.1163,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,19,132,0.9,13.32,3.972,33.525,25.187,8.27,8.26,8.49,97.22,84.25,0.686,1.39,0.3573,0.24,0.1168,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,20,133.39999,0.61,13.21,3.962,33.524,25.207,8.26,8.05,8.51,94.61,84.15,0.69,1.86,0.4525,0.25,0.1173,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,21,135,0.62,13.13,3.955,33.524,25.224,8.25,7.9,8.52,92.62,83.8,0.707,1.98,0.4757,0.25,0.1175,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,22,136.5,0.79,13.09,3.95,33.523,25.232,8.24,7.72,8.53,90.46,83.6,0.717,2.43,0.5654,0.27,0.1191,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,23,137.8,0.8,13.02,3.944,33.523,25.246,8.23,7.61,8.54,89.02,83.24,0.734,2.71,0.6224,0.24,0.1167,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,24,139.3,0.55,12.97,3.94,33.523,25.255,8.22,7.45,8.55,87.07,82.77,0.756,2.79,0.6387,0.24,0.117,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,25,141.10001,0.63,12.92,3.935,33.522,25.264,8.21,7.03,8.56,82.07,82.72,0.759,2.61,0.6013,0.22,0.1158,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,26,142.5,0.84,12.78,3.921,33.519,25.29,8.2,6.68,8.59,77.81,82.76,0.757,2.52,0.5837,0.22,0.1154,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,27,143.8,0.72,12.62,3.906,33.518,25.32,8.19,6.48,8.61,75.17,82.8,0.755,2.16,0.5116,0.19,0.1131,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,28,145.10001,0.77,12.49,3.894,33.518,25.346,8.18,6.34,8.64,73.38,83.23,0.734,2.4,0.5594,0.19,0.1135,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,29,146.7,0.57,12.44,3.89,33.518,25.355,8.16,6.04,8.65,69.79,83.4,0.726,2.27,0.5333,0.18,0.1127,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,30,148.2,0.88,12.19,3.866,33.513,25.4,8.15,5.89,8.69,67.79,83.29,0.731,2.39,0.5586,0.17,0.112,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,31,149.39999,0.79,12.13,3.861,33.517,25.413,8.14,5.84,8.7,67.08,83.4,0.726,1.85,0.4504,0.16,0.1111,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,32,151.10001,0.46,12.07,3.855,33.516,25.425,8.13,5.77,8.72,66.22,84.13,0.691,1.66,0.4119,0.15,0.1106,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,33,153,0.66,12.02,3.851,33.517,25.434,8.12,5.71,8.72,65.4,84.55,0.671,1.44,0.3674,0.15,0.1103,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,34,154.3,0.96,11.99,3.848,33.517,25.441,8.12,5.65,8.73,64.72,84.92,0.654,1.41,0.3626,0.14,0.1097,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,35,155.39999,0.81,11.94,3.843,33.519,25.452,8.11,5.63,8.74,64.36,85.32,0.635,1.38,0.3567,0.14,0.11,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,36,156.8,0.67,11.9,3.84,33.521,25.46,8.11,5.61,8.75,64.08,85.52,0.625,1.38,0.3564,0.15,0.1103,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,37,158.3,0.69,11.88,3.838,33.522,25.465,8.1,5.57,8.75,63.65,85.62,0.621,1.37,0.3547,0.14,0.1102,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,38,159.8,0.65,11.86,3.837,33.522,25.469,8.1,5.49,8.75,62.71,85.66,0.619,1.24,0.327,0.15,0.1103,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,39,161.3,0.7,11.78,3.83,33.523,25.484,8.1,5.45,8.77,62.17,85.78,0.614,1.28,0.3363,0.15,0.1107,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,40,162.89999,0.56,11.74,3.826,33.525,25.494,8.09,5.42,8.78,61.72,85.88,0.609,1.15,0.3102,0.15,0.1102,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,41,164.60001,0.7,11.72,3.824,33.526,25.498,8.09,5.36,8.78,61.09,86.13,0.597,1.14,0.309,0.16,0.1111,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,42,165.89999,0.8,11.67,3.82,33.526,25.506,8.09,5.31,8.79,60.37,86.23,0.592,1.13,0.3063,0.15,0.1107,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,43,167.3,0.65,11.61,3.815,33.529,25.52,8.09,5.21,8.8,59.24,86.27,0.591,1.06,0.2927,0.15,0.1105,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,44,168.8,0.69,11.47,3.803,33.539,25.554,8.08,5.13,8.83,58.06,86.28,0.59,0.99,0.2787,0.15,0.1104,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,45,170.3,0.64,11.32,3.791,33.555,25.593,8.08,5.08,8.85,57.43,86.39,0.585,0.98,0.2768,0.17,0.112,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,46,171.89999,0.65,11.27,3.787,33.561,25.607,8.08,5.05,8.86,56.94,86.64,0.574,0.79,0.239,0.17,0.1122,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,47,173.5,0.62,11.22,3.782,33.566,25.621,8.08,5.01,8.87,56.51,86.95,0.559,0.75,0.2301,0.17,0.1122,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,48,174.89999,0.8,11.18,3.779,33.572,25.633,8.07,4.99,8.88,56.23,86.99,0.557,0.78,0.2351,0.18,0.1124,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,49,176.2,0.75,11.15,3.777,33.575,25.64,8.07,4.97,8.89,55.99,86.83,0.565,0.69,0.2182,0.17,0.112,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,50,177.89999,0.52,11.13,3.776,33.578,25.646,8.07,4.94,8.89,55.55,87.23,0.546,0.72,0.225,0.18,0.1125,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,51,179.60001,0.68,11.09,3.773,33.583,25.657,8.07,4.89,8.9,55.02,87.19,0.548,0.66,0.2126,0.18,0.1128,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,52,180.89999,0.86,11.06,3.77,33.589,25.668,8.07,4.89,8.9,54.9,87.21,0.547,0.66,0.213,0.18,0.113,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,53,182.5,0.52,11.04,3.769,33.591,25.673,8.07,4.87,8.91,54.68,87.3,0.543,0.64,0.2073,0.19,0.1135,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,54,184.10001,0.83,11.03,3.768,33.592,25.676,8.06,4.85,8.91,54.5,87.38,0.54,0.67,0.2134,0.19,0.1138,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,55,185.2,0.94,11.01,3.767,33.595,25.68,8.06,4.84,8.91,54.29,87.38,0.54,0.7,0.2191,0.2,0.1139,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,56,186.7,0.55,10.98,3.765,33.598,25.688,8.06,4.82,8.92,54.05,87.18,0.549,0.65,0.2101,0.19,0.1135,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,57,188.5,0.66,10.95,3.762,33.602,25.696,8.06,4.8,8.92,53.82,87.18,0.549,0.65,0.2093,0.19,0.1136,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,58,189.89999,0.79,10.9,3.758,33.606,25.708,8.06,4.8,8.93,53.71,87.2,0.548,0.67,0.2148,0.19,0.1137,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,59,191.3,0.64,10.87,3.755,33.61,25.717,8.06,4.78,8.94,53.55,87.37,0.54,0.63,0.206,0.19,0.1134,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,60,193,0.54,10.86,3.755,33.611,25.72,8.06,4.72,8.94,52.78,87.31,0.543,0.61,0.2018,0.18,0.113,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,61,194.60001,0.83,10.8,3.75,33.621,25.738,8.06,4.68,8.95,52.25,87.56,0.531,0.59,0.1982,0.19,0.1135,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,62,195.7,0.89,10.75,3.747,33.629,25.753,8.06,4.67,8.96,52.16,87.58,0.53,0.6,0.201,0.2,0.114,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,63,197.3,0.53,10.73,3.745,33.631,25.758,8.05,4.66,8.96,52.04,87.64,0.528,0.5,0.1804,0.19,0.1136,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,64,199,0.67,10.7,3.742,33.636,25.768,8.05,4.65,8.97,51.9,87.76,0.522,0.47,0.1742,0.19,0.1134,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,65,200.3,0.95,10.68,3.741,33.639,25.774,8.05,4.65,8.97,51.85,87.99,0.512,0.38,0.1559,0.19,0.1131,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,66,201.39999,0.81,10.68,3.741,33.64,25.775,8.05,4.65,8.97,51.82,88.24,0.501,0.33,0.1465,0.19,0.1137,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,67,203.2,0.45,10.67,3.741,33.64,25.776,8.05,4.64,8.97,51.7,88.48,0.49,0.32,0.1445,0.19,0.1134,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,68,205,0.8,10.66,3.74,33.641,25.779,8.05,4.63,8.98,51.58,88.52,0.488,0.46,0.1726,0.19,0.1137,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,69,206.2,0.87,10.62,3.736,33.646,25.79,8.05,4.62,8.98,51.48,88.56,0.486,0.31,0.141,0.19,0.1131,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,70,207.7,0.58,10.61,3.736,33.648,25.794,8.05,4.61,8.99,51.27,88.57,0.485,0.29,0.1386,0.19,0.1135,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,71,209.39999,0.59,10.59,3.734,33.652,25.799,8.05,4.58,8.99,50.96,88.82,0.474,0.26,0.1313,0.2,0.1138,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,72,211.10001,0.6,10.58,3.733,33.655,25.805,8.05,4.51,8.99,50.21,88.82,0.474,0.26,0.1317,0.2,0.114,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,73,212.60001,0.79,10.53,3.73,33.665,25.821,8.05,4.48,9,49.73,88.88,0.472,0.25,0.1293,0.2,0.1143,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,74,214.39999,0.45,10.43,3.722,33.68,25.85,8.05,4.48,9.02,49.69,88.82,0.474,0.18,0.117,0.21,0.1147,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,75,216.60001,0.46,10.39,3.719,33.683,25.859,8.05,4.47,9.03,49.56,88.82,0.474,0.23,0.1252,0.2,0.1142,NaN,NaN,NaN,NaN
Winter,Hyperion,3/12/2018,11:45:00,4004,1,76,218,0.34,10.34,3.715,33.691,25.874,8.05,4.47,9.04,49.5,88.91,0.47,0.16,0.1122,0.22,0.1154,NaN,NaN,NaN,NaN
