Season,Agency,Date,Time,Station ID,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Winter,Hyperion,3/21/2017,11:58:00,4003,1,31,158.5,0.62,12.64,3.892,33.363,25.197,7.92,5.89,8.62,68.35,88.76,0.119,0.98,0.2313,1.09,0.2132,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,32,160,0.76,12.35,3.864,33.349,25.241,7.89,5.8,8.67,66.84,89.74,0.108,1,0.2381,1.13,0.2322,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,33,161.3,0.77,12.22,3.853,33.357,25.272,7.87,5.72,8.7,65.72,90.47,0.1,1.04,0.2148,1.23,0.2257,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,34,162.7,0.7,12.17,3.851,33.38,25.299,7.87,5.58,8.7,64.05,90.94,0.095,0.93,0.21,1.36,0.2003,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,35,164.3,0.58,12.03,3.839,33.393,25.336,7.85,5.45,8.73,62.39,91.02,0.094,0.95,0.2055,1.08,0.1978,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,36,165.89999,0.69,11.94,3.831,33.398,25.357,7.84,5.38,8.75,61.49,91.08,0.093,0.82,0.1917,1,0.2067,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,37,167.39999,0.68,11.88,3.826,33.402,25.372,7.83,5.38,8.76,61.48,91.14,0.093,0.82,0.1856,1.06,0.2127,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,38,168.8,0.8,11.87,3.826,33.405,25.375,7.83,5.34,8.76,60.91,91.17,0.092,0.78,0.1795,1.15,0.2099,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,39,170,0.78,11.86,3.825,33.409,25.381,7.83,5.29,8.76,60.36,91.2,0.092,0.72,0.1729,1.13,0.2095,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,40,171.5,0.64,11.79,3.82,33.416,25.399,7.82,5.25,8.77,59.86,91.28,0.091,0.68,0.1671,1.12,0.2107,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,41,173,0.67,11.77,3.818,33.419,25.405,7.82,5.13,8.78,58.47,91.16,0.093,0.65,0.1657,1.13,0.2118,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,42,174.7,0.56,11.71,3.812,33.418,25.416,7.81,4.99,8.79,56.76,91.06,0.094,0.6,0.1665,1.14,0.2227,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,43,176.3,0.68,11.61,3.803,33.416,25.432,7.79,4.9,8.81,55.69,90.67,0.098,0.57,0.1706,1.21,0.2394,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,44,177.8,0.71,11.57,3.8,33.413,25.437,7.78,4.84,8.81,54.97,90.46,0.1,0.58,0.1688,1.35,0.2501,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,45,179.10001,0.76,11.55,3.797,33.409,25.438,7.78,4.8,8.82,54.4,90.23,0.103,0.59,0.1659,1.46,0.2585,0.06,320,41,5
Winter,Hyperion,3/21/2017,11:58:00,4003,1,46,180.5,0.73,11.52,3.795,33.415,25.448,7.77,4.83,8.82,54.76,89.97,0.106,0.6,0.1719,1.54,0.2579,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,47,182.10001,0.57,11.5,3.795,33.431,25.465,7.77,4.89,8.83,55.35,90.38,0.101,0.58,0.1683,1.58,0.2442,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,48,183.8,0.66,11.48,3.795,33.449,25.482,7.78,4.81,8.83,54.51,91.02,0.094,0.59,0.1478,1.48,0.2267,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,49,185.10001,0.8,11.42,3.79,33.459,25.501,7.78,4.76,8.84,53.84,90.96,0.095,0.63,0.1473,1.32,0.2254,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,50,186.5,0.67,11.36,3.786,33.467,25.518,7.77,4.8,8.85,54.24,90.85,0.096,0.55,0.1484,1.26,0.2272,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,51,188.10001,0.62,11.35,3.785,33.47,25.522,7.77,4.81,8.85,54.39,91.2,0.092,0.46,0.1412,1.29,0.223,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,52,189.60001,0.67,11.35,3.785,33.471,25.524,7.77,4.8,8.85,54.26,91.19,0.092,0.5,0.1415,1.25,0.2223,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,53,191,0.78,11.34,3.785,33.472,25.526,7.77,4.81,8.85,54.29,91.22,0.092,0.45,0.14,1.24,0.2222,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,54,192.39999,0.7,11.34,3.784,33.473,25.526,7.77,4.81,8.86,54.28,91.25,0.092,0.44,0.1412,1.24,0.2227,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,55,193.8,0.68,11.34,3.784,33.473,25.527,7.77,4.8,8.86,54.19,91.23,0.092,0.44,0.1399,1.24,0.2226,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,56,195.39999,0.63,11.33,3.784,33.473,25.528,7.77,4.76,8.86,53.76,91.21,0.092,0.43,0.1401,1.24,0.2228,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,57,196.89999,0.73,11.32,3.783,33.475,25.532,7.76,4.72,8.86,53.31,91.09,0.093,0.44,0.1415,1.24,0.2245,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,58,198.3,0.75,11.31,3.782,33.476,25.534,7.76,4.66,8.86,52.65,91.06,0.094,0.43,0.1408,1.26,0.2257,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,59,199.60001,0.8,11.28,3.78,33.481,25.544,7.76,4.63,8.87,52.21,91.02,0.094,0.43,0.1396,1.26,0.2272,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,60,200.8,0.82,11.26,3.778,33.484,25.55,7.75,4.62,8.87,52.1,91.03,0.094,0.44,0.1398,1.28,0.2276,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,61,202.10001,0.72,11.25,3.778,33.486,25.552,7.75,4.59,8.87,51.79,91.01,0.094,0.44,0.1423,1.29,0.2276,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,62,203.8,0.55,11.22,3.776,33.491,25.562,7.75,4.56,8.88,51.34,90.98,0.095,0.43,0.1364,1.29,0.2272,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,63,205.5,0.65,11.15,3.77,33.5,25.582,7.74,4.51,8.89,50.76,91.18,0.092,0.44,0.127,1.29,0.2251,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,64,206.89999,0.76,11.05,3.763,33.515,25.611,7.74,4.59,8.91,51.48,91.21,0.092,0.43,0.1268,1.27,0.2221,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,65,208.3,0.72,10.98,3.757,33.526,25.632,7.73,4.44,8.92,49.82,91.24,0.092,0.39,0.1229,1.25,0.2191,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,66,209.60001,0.73,10.94,3.754,33.535,25.648,7.73,4.33,8.93,48.46,91.33,0.091,0.36,0.121,1.22,0.2172,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,67,211.39999,0.5,10.89,3.752,33.55,25.668,7.73,4.27,8.94,47.84,91.21,0.092,0.35,0.1185,1.19,0.2094,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,68,213,0.79,10.83,3.748,33.563,25.687,7.73,4.22,8.95,47.16,91.05,0.094,0.33,0.1214,1.13,0.2098,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,69,214.2,0.87,10.82,3.747,33.566,25.693,7.73,4.17,8.95,46.63,90.94,0.095,0.32,0.1215,1.11,0.211,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,70,215.39999,0.75,10.79,3.745,33.576,25.705,7.73,4.15,8.95,46.35,90.56,0.099,0.31,0.122,1.13,0.2122,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,71,217,0.58,10.78,3.745,33.582,25.713,7.72,4.14,8.96,46.23,90.21,0.103,0.32,0.1192,1.14,0.2124,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,72,218.7,0.68,10.77,3.744,33.586,25.717,7.72,4.13,8.96,46.16,89.88,0.107,0.33,0.1201,1.15,0.2123,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,73,220.10001,0.74,10.77,3.744,33.588,25.719,7.72,4.13,8.96,46.14,89.82,0.107,0.33,0.12,1.15,0.2123,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,74,221.39999,0.71,10.76,3.744,33.588,25.72,7.72,4.14,8.96,46.2,89.85,0.107,0.31,0.1196,1.15,0.2121,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:58:00,4003,1,75,223.3,0.4,10.76,3.744,33.589,25.72,7.72,4.13,8.96,46.06,89.84,0.107,0.32,0.1188,1.15,0.2123,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,1,136.5,0.63,15.09,4.115,33.318,24.656,8.13,8.79,8.2,107.15,88.91,0.118,0.61,0.1767,0.61,0.1559,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,2,137.89999,0.78,15.09,4.115,33.318,24.656,8.13,8.8,8.2,107.25,88.96,0.117,0.61,0.1791,0.61,0.1562,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,3,139.39999,0.62,15.09,4.115,33.318,24.656,8.13,8.82,8.2,107.52,88.93,0.117,0.63,0.1822,0.63,0.1551,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,4,140.89999,0.7,15.08,4.114,33.318,24.658,8.13,8.83,8.2,107.59,88.96,0.117,0.64,0.1849,0.61,0.1555,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,5,142.39999,0.69,15.08,4.114,33.318,24.659,8.13,8.85,8.2,107.82,88.95,0.117,0.65,0.1887,0.61,0.1551,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,6,143.89999,0.67,15.07,4.113,33.318,24.66,8.13,8.86,8.2,107.89,88.92,0.117,0.67,0.1906,0.62,0.1553,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,7,145.3,0.74,15.07,4.114,33.317,24.66,8.13,8.86,8.2,107.88,88.93,0.117,0.69,0.1913,0.61,0.1554,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,8,146.7,0.69,15.06,4.113,33.317,24.661,8.13,8.86,8.2,107.95,88.91,0.118,0.7,0.1923,0.62,0.1553,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,9,148.2,0.68,15.06,4.112,33.317,24.662,8.13,8.9,8.2,108.37,88.93,0.117,0.72,0.1946,0.62,0.1553,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,10,149.8,0.63,15.02,4.109,33.317,24.669,8.13,8.92,8.21,108.61,88.85,0.118,0.72,0.2029,0.62,0.1561,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,11,151.3,0.74,15.01,4.108,33.315,24.672,8.13,8.94,8.21,108.83,88.85,0.118,0.72,0.2076,0.62,0.1567,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,12,152.60001,0.71,14.96,4.103,33.315,24.681,8.13,8.97,8.22,109.03,88.84,0.118,0.75,0.2183,0.63,0.1574,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,13,154.10001,0.68,14.91,4.098,33.313,24.692,8.13,9.02,8.23,109.47,88.82,0.118,0.79,0.2277,0.63,0.1585,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,14,155.60001,0.67,14.85,4.093,33.312,24.703,8.13,9.06,8.24,109.93,88.83,0.118,0.82,0.2366,0.64,0.16,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,15,157.10001,0.69,14.74,4.082,33.31,24.725,8.13,9.08,8.26,109.89,88.67,0.12,0.88,0.2556,0.66,0.1623,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,16,158.5,0.76,14.62,4.07,33.309,24.751,8.13,9.02,8.28,108.85,88.56,0.122,0.94,0.2724,0.67,0.1658,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,17,159.89999,0.61,14.51,4.06,33.309,24.775,8.13,8.81,8.3,106.11,88.22,0.125,1,0.3086,0.7,0.1692,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,18,161.5,0.69,14.25,4.036,33.309,24.828,8.11,8.43,8.34,101.03,86.76,0.142,1.1,0.3994,0.73,0.1756,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,19,162.89999,0.75,14.02,4.015,33.312,24.878,8.09,8.18,8.38,97.62,86.72,0.142,1.21,0.4337,0.78,0.1789,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,20,164.39999,0.65,13.79,3.994,33.319,24.932,8.06,8.04,8.42,95.5,87.24,0.137,1.48,0.4162,0.83,0.1802,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,21,165.8,0.7,13.71,3.986,33.318,24.949,8.05,7.7,8.43,91.27,87.53,0.133,1.99,0.3925,0.85,0.1814,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,22,167.3,0.7,13.6,3.977,33.319,24.971,8.03,7.29,8.45,86.22,87.93,0.129,2.05,0.369,0.86,0.1813,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,23,168.7,0.72,13.41,3.959,33.325,25.015,8,7.04,8.48,82.95,88.59,0.121,1.96,0.3372,0.86,0.1803,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,24,170.2,0.63,13.29,3.949,33.328,25.04,7.98,6.87,8.5,80.75,89.39,0.112,1.82,0.2919,0.85,0.181,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,25,171.7,0.68,13.07,3.929,33.338,25.093,7.97,6.86,8.54,80.31,89.99,0.105,1.66,0.2659,0.85,0.1838,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,26,173.2,0.73,12.97,3.921,33.342,25.115,7.96,6.7,8.56,78.25,89.86,0.107,1.45,0.2726,0.87,0.1855,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,27,174.5,0.81,12.91,3.916,33.347,25.13,7.95,6.53,8.57,76.19,90.06,0.105,1.24,0.2634,0.89,0.1851,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,28,175.8,0.7,12.89,3.914,33.352,25.14,7.94,6.45,8.58,75.13,90.53,0.099,1.13,0.24,0.9,0.1838,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,29,177.3,0.65,12.84,3.91,33.355,25.15,7.93,6.34,8.58,73.87,90.7,0.098,1.18,0.2271,0.88,0.1835,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,30,179,0.59,12.76,3.903,33.36,25.171,7.92,6.28,8.6,73.01,90.75,0.097,1.07,0.2256,0.88,0.1842,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,31,180.5,0.76,12.71,3.899,33.364,25.184,7.91,6.24,8.61,72.44,90.73,0.097,0.95,0.2278,0.88,0.1842,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,32,181.8,0.76,12.69,3.897,33.366,25.188,7.91,6.17,8.61,71.66,90.67,0.098,0.91,0.2275,0.89,0.1842,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,33,183.10001,0.73,12.63,3.892,33.368,25.202,7.91,6.09,8.62,70.57,90.67,0.098,0.91,0.2286,0.88,0.1856,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,34,184.60001,0.65,12.51,3.882,33.374,25.229,7.9,6.01,8.64,69.57,90.68,0.098,0.92,0.2258,0.89,0.1895,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,35,186.2,0.62,12.33,3.866,33.388,25.276,7.89,6,8.67,69.19,90.84,0.096,0.92,0.2114,0.92,0.1937,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,36,187.7,0.75,12.31,3.864,33.391,25.282,7.88,5.96,8.68,68.63,90.85,0.096,0.92,0.2078,0.97,0.1942,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,37,189.10001,0.71,12.27,3.862,33.393,25.29,7.88,5.92,8.68,68.2,90.95,0.095,0.9,0.2026,0.98,0.1928,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,38,190.5,0.73,12.24,3.859,33.396,25.3,7.88,5.9,8.69,67.9,91.05,0.094,0.82,0.1905,0.97,0.1918,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,39,191.89999,0.65,12.21,3.857,33.398,25.306,7.87,5.85,8.7,67.23,91.13,0.093,0.82,0.1848,0.96,0.1914,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,40,193.60001,0.59,12.18,3.854,33.4,25.315,7.87,5.73,8.7,65.88,91.21,0.092,0.75,0.173,0.95,0.1913,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,41,195.10001,0.75,12.05,3.843,33.409,25.344,7.86,5.66,8.72,64.85,91.36,0.09,0.7,0.1674,0.95,0.1906,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,42,196.5,0.67,11.95,3.834,33.416,25.369,7.86,5.63,8.74,64.35,91.46,0.089,0.66,0.1533,0.95,0.1905,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,43,198,0.69,11.88,3.829,33.42,25.385,7.85,5.59,8.76,63.88,91.41,0.09,0.61,0.1527,0.94,0.1898,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,44,199.39999,0.7,11.83,3.824,33.422,25.396,7.85,5.57,8.76,63.57,91.4,0.09,0.55,0.156,0.94,0.1943,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,45,201,0.62,11.79,3.821,33.425,25.406,7.84,5.55,8.77,63.32,91.4,0.09,0.5,0.1541,0.97,0.1894,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,46,202.7,0.56,11.77,3.819,33.427,25.412,7.84,5.53,8.78,63,91.41,0.09,0.52,0.1562,0.93,0.1888,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,47,204.3,0.74,11.76,3.818,33.429,25.415,7.84,5.47,8.78,62.3,91.41,0.09,0.51,0.1555,0.93,0.1886,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,48,205.5,0.86,11.72,3.815,33.43,25.423,7.84,5.41,8.79,61.61,91.39,0.09,0.5,0.1563,0.93,0.1883,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,49,206.89999,0.66,11.63,3.807,33.434,25.443,7.83,5.39,8.8,61.2,91.4,0.09,0.52,0.1612,0.92,0.1872,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,50,208.5,0.6,11.56,3.801,33.439,25.461,7.82,5.36,8.82,60.75,91.38,0.09,0.52,0.1627,0.92,0.1869,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,51,210.3,0.57,11.51,3.797,33.443,25.472,7.82,5.33,8.82,60.43,91.4,0.09,0.54,0.1625,0.91,0.1869,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,52,211.8,0.77,11.49,3.795,33.446,25.478,7.82,5.3,8.83,60.05,91.4,0.09,0.55,0.1604,0.91,0.187,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,53,213.2,0.64,11.45,3.792,33.448,25.487,7.81,5.27,8.83,59.68,91.43,0.09,0.56,0.1607,0.91,0.1869,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,54,214.7,0.78,11.41,3.789,33.45,25.496,7.81,5.24,8.84,59.22,91.38,0.09,0.56,0.1673,0.91,0.1866,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,55,216,0.68,11.38,3.786,33.453,25.504,7.81,5.2,8.85,58.76,91.39,0.09,0.54,0.1662,0.91,0.187,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,56,217.60001,0.61,11.36,3.785,33.458,25.511,7.8,5.19,8.85,58.6,91.38,0.09,0.56,0.1665,0.91,0.1887,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,57,219.2,0.66,11.33,3.782,33.46,25.519,7.8,5.1,8.86,57.59,91.38,0.09,0.58,0.1663,0.93,0.1886,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,58,220.7,0.68,11.28,3.778,33.465,25.532,7.8,5.01,8.87,56.47,91.43,0.09,0.57,0.1614,0.92,0.19,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,59,222.2,0.73,11.13,3.767,33.487,25.575,7.79,5,8.89,56.27,91.46,0.089,0.58,0.1502,0.93,0.1906,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,60,223.7,0.6,11.1,3.764,33.491,25.585,7.78,5,8.9,56.22,91.46,0.089,0.58,0.1476,0.95,0.1893,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,61,225.3,0.65,11.06,3.761,33.497,25.596,7.78,4.96,8.91,55.64,91.47,0.089,0.52,0.145,0.94,0.1886,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,62,226.7,0.78,11.03,3.759,33.502,25.605,7.78,4.89,8.91,54.82,91.43,0.09,0.48,0.1453,0.92,0.1901,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,63,228,0.78,10.98,3.756,33.515,25.624,7.77,4.87,8.92,54.59,91.45,0.089,0.47,0.1392,0.93,0.191,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,64,229.3,0.74,10.95,3.754,33.52,25.633,7.77,4.85,8.93,54.32,91.46,0.089,0.46,0.1335,0.95,0.192,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,65,231,0.56,10.92,3.752,33.526,25.644,7.77,4.82,8.93,53.94,91.47,0.089,0.46,0.1317,0.95,0.1919,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,66,232.60001,0.67,10.87,3.748,33.535,25.659,7.76,4.72,8.94,52.83,91.48,0.089,0.41,0.1293,0.96,0.1916,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,67,234.10001,0.7,10.8,3.744,33.55,25.682,7.76,4.67,8.95,52.17,91.32,0.091,0.4,0.1252,0.96,0.1933,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,68,235.39999,0.79,10.77,3.741,33.558,25.695,7.75,4.67,8.96,52.08,91.38,0.09,0.37,0.1237,0.96,0.1952,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,69,236.8,0.7,10.77,3.741,33.56,25.697,7.75,4.65,8.96,51.94,91.4,0.09,0.37,0.1234,0.98,0.1962,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,70,238.39999,0.58,10.76,3.741,33.562,25.7,7.74,4.66,8.96,51.99,91.37,0.09,0.34,0.1207,0.99,0.2058,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,71,240,0.65,10.75,3.74,33.564,25.702,7.74,4.65,8.96,51.94,91.42,0.09,0.34,0.1204,1.09,0.1965,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,72,241.39999,0.8,10.74,3.74,33.566,25.706,7.74,4.66,8.97,52.03,91.42,0.09,0.32,0.121,1,0.1969,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,73,242.8,0.69,10.72,3.738,33.57,25.713,7.74,4.7,8.97,52.44,91.4,0.09,0.33,0.1189,1,0.1976,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,74,244.3,0.65,10.68,3.735,33.576,25.725,7.74,4.52,8.98,50.4,91.4,0.09,0.32,0.1176,1.01,0.1976,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,75,245.89999,0.64,10.64,3.732,33.582,25.737,7.73,4.37,8.98,48.66,91.42,0.09,0.32,0.1151,1.01,0.1994,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:40:00,4004,1,76,247.8,0.25,10.58,3.728,33.594,25.757,7.73,4.36,9,48.44,91.4,0.09,0.31,0.1136,1.02,0.1963,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:19:00,4005,1,1,94,0.65,15.36,4.14,33.318,24.598,8.13,8.77,8.15,107.44,88.5,0.122,0.59,0.1723,0.59,0.1524,NaN,NaN,NaN,NaN
Winter,Hyperion,3/21/2017,11:19:00,4005,1,2,95.5,0.63,15.36,4.14,33.318,24.598,8.13,8.76,8.15,107.36,88.48,0.122,0.6,0.1777,0.59,0.1517,NaN,NaN,NaN,NaN
